SMILES,NSC#,"Activity (1 = active, 0 = inactive)",,,,
CCCCCC(=O)N1CCCCC1,NSC60373,0,,,,
COC1=C(C=C2C(NCCC2=C1)C3(CCCCC3)O)OC,NSC653004,0,,,,
CCOC1=C(C(=C2C(=C1)C(=NC=N2)Cl)OCC)OCC,NSC319079,0,,,,
COC1=CC(=C(C=C1N)OC)S(=O)(=O)N,NSC89723,0,,,,
C1=NC2=C(N1)C(=O)NC(=O)N2,NSC14664,0,,,,
CC1CC(OP(=O)(O1)OCCC#N)C,NSC14540,0,,,,
C1=C(NC(=O)NC1=O)C2=NNN=N2,NSC51093,0,,,,
C1=CC(=C(C=C1C(=O)O)O)O,NSC16631,0,,,,
CC1C(N1CC(CN2C=CN=C2[N+](=O)[O-])O)C,NSC601351,0,,,,
CC(=CCC1=C(C=CC2=C1OC3C2COC4=C3C(=C5C=CC(OC5=C4)(C)C)OC)O)C,NSC250430,0,,,,
CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)OC)OC,NSC785189,0,,,,
CCCCCC1=C(NC(=C1)C=C2C(=CC(=N2)C3=CC=CN3)OC)C,NSC47147,1,,,,
C1=CC=C(C=C1)N2C(=CC=N2)N,NSC75786,0,,,,
C1=CN(N=C1)C2=CC(=C(C=C2O)N3C=CC=N3)O,NSC645987,0,,,,
C(C(CC(=O)O)C(=O)O)C(=O)O,NSC2347,0,,,,
CC1=NC(CC2C1C(CC2)O)(C)C,NSC54834,0,,,,
CC1C2CC(C=CC(=CCC(C=CC(=CC(C(C1=O)(C(=O)O2)C)NC(=O)C(=O)C)C)O)C)O,NSC145118,0,,,,
CC1=C(C(=C(N=C1C(=O)O)C2=NC3=C(C=C2)C(=O)C(=C(C3=O)N)OC)N)C4=C(C(=C(C=C4)OC)OC)O,NSC45383,0,,,,
C1=CN=CN=C1SC2=NC=C(S2)[N+](=O)[O-],NSC311727,0,,,,
C1C(C(C(C(O1)OCC2=CC=CC=C2)O)O)O,NSC2561,0,,,,
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2,NSC123458,0,,,,
CC(C)(C1=CC=CC=C1)C(=O)N,NSC11141,0,,,,
C1=CC=C(C(=C1)CC(C(=O)O)N2C(=O)C3=CC=CC=C3C2=O)N(CCO)CCO,NSC76350,0,,,,
CC1C2CC(=O)OC3C2(C(C(=O)C1O)C4(C(C3)C(=CC(C4O)O)C)C)CO,NSC79404,0,,,,
CN(C)P(=O)(N1CC1)N(C)C,NSC85331,0,,,,
CCCCCC(C1C(CC(CC(CC(CC(CC(C(C(C(=CC=CC=CC=CC=CC(C(OC1=O)C)O)C)O)O)O)O)O)O)O)O)O,NSC105388,0,,,,
CC1CN(C(CN1C=O)C)CCN2CC(N(CC2C)C=O)C,NSC62375,0,,,,
CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,NSC26980,0,,,,
CC1C(=C)C(=O)OC2CCN3C2C(=CC3)COC(=O)C(C14CO4)(C)O,NSC129230,0,,,,
CC1=CC(=O)C(=CC1=O)OC,NSC3071,0,,,,
C1=CC=C(C=C1)NN2C(=O)C3C4C=CC(C3C2=O)O4,NSC58724,0,,,,
CSC1=NC(=CC(=O)N1)Cl,NSC45719,0,,,,
CC(C)CC1=NN=C(S1)N,NSC34012,0,,,,
C1=CC=C(C=C1)SC2=CC=CC3=C2C(=O)C4=C(C3=O)C=CC=C4SC5=CC=CC=C5,NSC156516,0,,,,
CN1C2C3C4C(C1C5=CC=CC=C5C2C(N4C)C6=CC=CC=C36)[N+](=O)[O-],NSC137112,0,,,,
CC1(OC2C(OC(C2O1)N3C=NC4=C3NC=NC4=S)CO)C,NSC27305,0,,,,
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,NSC36586,0,,,,
CC(CN1CCOCC1)OC(=O)C2=CC(=C(C(=C2)OC)OC)OC,NSC169409,0,,,,
CNC(=O)NC1=CC=C(C=C1)S(=O)(=O)N,NSC133195,0,,,,
CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,NSC8797,0,,,,
C1CCC(C1)N2C=NC3=C2NC=NC3=S,NSC19487,0,,,,
C1COP(=O)(CO1)OC2=CC=C(C=C2)[N+](=O)[O-],NSC133002,0,,,,
CCSC1=NC=C(C(=N1)N)CO,NSC14767,0,,,,
CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,NSC757,0,,,,
C1CNC(C2=C1NC=N2)C3=CC=CC=C3,NSC83345,0,,,,
C1=CC=NC(=C1)CSC2=NC(=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)N,NSC46385,0,,,,
CC1=CC=C(C=C1)S(=O)(=O)OC2=NC3=C(CCC3)C(=C2)N,NSC3753,0,,,,
CC1(C)N=C(N)N=C(N)N1C2=CC(Cl)=C(OCCCOC3=CC=CC=C3)C=C2,NSC133071,0,,,,
C1=CC=C(C=C1)NC2=NNC(=N2)N,NSC331208,0,,,,
C1=CC=C2C=C(C=CC2=C1)C3=CN=CN=C3N,NSC274905,0,,,,
COC1=CC=C(C=C1)C(=O)OC2=CC=CNC2=O,NSC284234,0,,,,
CC(C)NC1=CC=C(C=C1)NC(=O)C(=C)C,NSC261610,0,,,,
O=C1NC(N)=NC2=C1N(C=O)C(CNC3=CC=C(C(NC(C(O)=O)CCC(O)=O)=O)C=C3)CN2,NSC3590,0,,,,
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)O,NSC26744,0,,,,
CC1=C(C=CC(=C1)N2C=NC3=C2N=CNC3=O)N,NSC100120,0,,,,
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N=S(C)C,NSC100942,0,,,,
C1CN(CCN1CC(COC2=CC=CC3=CC=CC=C32)O)C4=CC=C(C=C4)Cl,NSC91397,0,,,,
NC1=NC(N)=NC(C=C2)=C1C=C2SC3=CC4=CC=CC=C4C=C3,NSC305780,0,,,,
CSC1=NSC(=N1)NN,NSC127216,0,,,,
CC(=O)OC1C=CCC2C1C(C3=C(C2=O)C=CC=C3O)O,NSC118628,0,,,,
CN1CCN(CC1)C(=O)C=CC2=CC=C(O2)[N+](=O)[O-],NSC59984,0,,,,
CNC1=C2C=NN(C2=NC=N1)C3CCCCO3,NSC46615,0,,,,
COC1=C(C(=C2C(=O)COC2=C1)OC)O,NSC88962,0,,,,
CCCCC(=O)N1CCCC(C1)C,NSC191029,0,,,,
CN1C2=CC=CC=C2C=C1C(=O)C3=CC=NC=C3,NSC152551,0,,,,
C1=CC=C2C(=C1)C(=O)C3=C(S2(=O)=O)C=C(C=C3)C(=O)N,NSC689002,0,,,,
CCCCCC1=CC(=O)NC(=S)N1,NSC102025,0,,,,
CCCCOP(=O)(C1(CC(=O)CC(C1)(C)C)C)OCCCC,NSC14506,0,,,,
CN1CCC2=CC3=C(C=C2C1)OCO3,NSC112975,0,,,,
C1C2CNCC1C3=CC=CC(=O)N3C2,NSC407282,0,,,,
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,NSC157035,0,,,,
C1CCN2CC3CC(C2C1)CN4C3=CC=CC4=O,NSC21725,0,,,,
CC1=CC(=O)C2=C(N1)C=CC(=C2)C(=O)C3=CC=CC=C3,NSC109747,0,,,,
C1=CC=C(C=C1)CCNC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,NSC41098,0,,,,
C1=COC(=C1)CNC2=NC=NC3=C2C=NN3,NSC1620,0,,,,
C1=CC=C(C=C1)NC(=S)NC2=CC=C(C=C2)O,NSC140892,0,,,,
COC1=C(C=CC(=C1)N=NC2=CC=CC=C2C(=O)O)O,NSC153172,0,,,,
CC(=O)NC1=CC=C(C=C1)[As](=O)(C2=CC=C(C=C2)[N+](=O)[O-])O,NSC34871,0,,,,
C1CNC2=CC3=CC=CC=C3C4=C2C1=CC5=C4OCO5,NSC785156,0,,,,
CC1=C(C(=C(N=C1C(=O)O)C2=NC3=C(C=C2)C(=C(C4=NC(N=C34)(C)C)OC)O)N)C5=C(C(=C(C=C5)OC)OC)O,NSC62709,0,,,,
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COS(=O)(=O)N)O)O)N,NSC133114,0,,,,
CC1=CC=C(C=C1)S(=O)C2=CC=C(C3=NON=C23)[N+](=O)[O-],NSC228150,0,,,,
CC(C)C1CCC(C1)(C)C(=O)O,NSC8973,0,,,,
CC(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3S2,NSC33010,0,,,,
CC1=NN=C(S1)N2C=CC=C2,NSC321484,0,,,,
C1=CC=C(C=C1)C=C(C2=CC=CC=C2)C(=O)O,NSC40614,0,,,,
CCCCCC(=O)C(=O)C1=C(C=C(C=C1)O)O,NSC279895,0,,,,
CCOC(=O)NC1=CC2=C(C=C1)N=C(S2)N3CCCCCC3,NSC281383,0,,,,
CC1=CC(=C(C=C1C)NC2C(C(C(O2)CO)O)O)C(=O)OC,NSC112203,0,,,,
CSC1=NC(=C(C(=O)N1)NC2=CC(=CC=C2)Cl)O,NSC59430,0,,,,
C1=CC=C(C(=C1)CSC2=NC3=C(C(=O)N2)NC=N3)[N+](=O)[O-],NSC211340,0,,,,
C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,NSC330917,0,,,,
C1C2(COC(O1)C(=O)O)COC(OC2)C(=O)O,NSC47617,0,,,,
C1=CC(=CC=C1C(=O)O)N=NC2=C(N=C(N=C2N)N)N,NSC408734,0,,,,
C1=CC=C2C(=C1)C=CC3=C2C(=C(O3)[N+](=O)[O-])CCO,NSC373981,0,,,,
CN1C(=CN=C1C2=CC=CC=C2)CO,NSC269905,0,,,,
CCOC(=O)CC1=CSC2=NC(=NN12)C3=CC=CC=C3,NSC299967,0,,,,
C1=CC(=CC=C1NC(=O)OCCOC2=CC=C(C=C2)Br)F,NSC216606,0,,,,
C1C=CC2C1C3CC2C(=NNC(=O)N)C3,NSC102288,0,,,,
C1CCC(C1)(C(=O)O)NC2=CC=C(C=C2)S(=O)(=O)N,NSC105432,0,,,,
COC1=CC=CC(=C1)C=C2CCC3=CC=CC=C3C2=O,NSC636718,0,,,,
COC1=CC(=CC(=C1OC)OC)C(C2=NC3=CC=CC=C3S2)O,NSC87084,0,,,,
COC1=CC=C(C=C1)CC(=O)C2=C(C=C(C=C2)O)O,NSC89759,0,,,,
CC(=O)NC1=CC(=C(C2=C1N=CC=C2)Br)OC,NSC174084,0,,,,
CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,NSC26258,0,,,,
C1=CC(=CC(=C1)[As](=O)(C2=CC=CC(=C2)O)O)O,NSC42096,0,,,,
CC(=CCC1=C(C(=O)C2=CC=CC=C2C1=O)OCC(=O)O)C,NSC98026,0,,,,
C1=CC2=C(C(=C1)Cl)NC=CC2=O,NSC102509,0,,,,
CC1C2CCC3(C=CC(=NO)C(=C3C2OC1=O)C)C,NSC42038,0,,,,
CCC1CN1P(=O)(N2CC2CC)OC3=CC=C(C=C3)Cl,NSC43506,0,,,,
CC1=C(C(C(=C(N1)C)C#N)(C)C)C#N,NSC279834,0,,,,
CC1=CC(=NO1)NC(=O)NC2=C(C=CC(=C2)F)F,NSC213708,0,,,,
C1=CC(=C(C=C1[As](=O)(C2=CC(=C(C=C2)O)[N+](=O)[O-])O)[N+](=O)[O-])O,NSC49852,0,,,,
CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC=C(O3)C=C7)N(CCC6=CC(=C5OC)OC)C)OC)OC,NSC785174,0,,,,
CC(C)OC1CCCC(C1CC(=O)O)O,NSC25368,0,,,,
CC1(CC(=O)CC(N1O)(C)C)C,NSC156571,0,,,,
CC(C)(C)N1C(=CC(=N1)C2CC2)NC(=O)NC3=CC=C(C=C3)Cl,NSC366801,0,,,,
C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)O,NSC31754,0,,,,
CN1CCC2=CC3=C(C4=C2C1CC5=C4C(=C(C=C5)O)OC)OCO3,NSC785182,0,,,,
CC(C)C1=CC(=NC2=NC(=NN12)N)C(C)C,NSC154587,0,,,,
CC(=CC(=O)C)NC1=CC=CC=C1O,NSC18415,0,,,,
CC1C2C(C(=O)OC3C24COC(C1O)(C4C5(C(C3)C(=CC(C5O)O)C)C)O)O,NSC14974,0,,,,
CC1=CC=C(C=C1)N=NC2=C(C=CC3=NNN=C32)O,NSC400938,0,,,,
CC1C2C=CC(=O)C2(C(C3C(C(=O)OC3C1O)C)OC(=O)C=C(C)C)C,NSC176503,0,,,,
C1=CC=C2C(=C1)C=CC(=C2CN)O,NSC48422,0,,,,
COC1=CC(=O)OC(C1)CCC2=CC3=C(C=C2)OCO3,NSC23878,0,,,,
C1=CC2=C(C=C1Cl)SC(=S)N2,NSC503425,0,,,,
C1=CC=C(C=C1)SC2=C(C=CC3=C2C(=O)C4=CC=CC=C4C3=O)C(=O)O,NSC117987,0,,,,
C1CC(=NC1C(=O)NCCC(=N)N)N,NSC72942,0,,,,
C1=CC=C(C(=C1)C(=O)O)[As](=O)(O)O,NSC15571,0,,,,
CC1=CSC(=[N+]1[O-])N=NC2=CC=C(C=C2)N(C)C,NSC289748,0,,,,
CC1CC(NC2(N1)CCCC2)(C)C,NSC42231,0,,,,
C1=CC=C(C=C1)C2=CC(=O)C(C(=O)O2)C(=O)C3=CC=CC=C3,NSC6844,0,,,,
C1=CC=C(C(=C1)C(=O)N)OCC(=O)NC2=CC(=C(C=C2)Cl)Cl,NSC33738,1,,,,
CC(=O)OC1CCC2(C(C1(C)C)CC(C3=CC(CCC2=O)C(=C)C3=O)O)C,NSC302979,0,,,,
CC12CCC(=O)C(C1CCC34C2CCC(C3)C(C4)C(=O)O)(C)CO,NSC83439,0,,,,
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NNC(=NS(=O)(=O)C3=CC=CC=C3)SC,NSC379696,0,,,,
CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=C(C(=O)C(=C(C1)C2=O)OC)C=NN3CCOCC3)C)OC)OC(=O)N)C)C)O)OC,NSC255112,0,,,,
COC1=CC2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)O,NSC350085,0,,,,
O=C(O)C(C=C1)=CC=C1NCC2=NC3=CC=CC=C3N2,NSC56779,0,,,,
C1CC(=O)N(C(=O)C1)C2=C(C=C(C=C2)[N+](=O)[O-])N,NSC660300,0,,,,
CC1=CC=C(C=C1)S(=O)(=O)N2C(=CC3=C2C(=O)C(=O)C4=C3C(=CN4)C(=O)OCC5=CC=CC=C5)C(=O)OC,NSC679525,0,,,,
CCOC(=O)C1=C(N=C(C(=C1C2=CC=C(C=C2)OC)C(=O)OCC)C)C,NSC17355,0,,,,
C1CNC(=O)C2=C1C3=CC=CC=C3N2,NSC147829,0,,,,
CCC(CC1CCCC2(O1)CC3C(C(O2)CC4(C(CC(O4)(C)C)C=CCCCCCC(C(C(C(C(C(C(C=CC(=O)O3)(C)O)O)C)O)OC5CCC(C(O5)C)N(C)C)O)(C)O)O)C)O,NSC76627,0,,,,
CC(=O)CC(=O)NC1=C(C=C(C=C1)OC)OC,NSC50633,0,,,,
CN1CCN(CC1)C2=NC(=CC(=O)N2)N,NSC131388,0,,,,
CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C=CC4=CC=CC=N4,NSC96996,0,,,,
C1CCN(C1)CCN2C(=O)C3=CC=CC4=CC(=CC(=C43)C2=O)N,NSC308849,0,,,,
C=CCNC(=S)NC1=CC=C(C=C1)OC(=O)NC2=CC(=C(C=C2)Cl)Cl,NSC204262,1,,,,
COC1=CC=CC=C1C=C2CC3=CC=CC=C3C2=O,NSC636717,0,,,,
CC1=NC=C(C=C1)NC(=O)NC2=C(C=CC=C2Cl)Cl,NSC379468,0,,,,
CC12C3CCC(C1(C(=O)N(C2=O)C4=NC=CS4)C)O3,NSC92849,0,,,,
C1=CC=C(C=C1)OC2=NC(=O)N3C=CC=NC3=N2,NSC288519,0,,,,
CC(C)(C)C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,NSC7436,0,,,,
CC(C1C2=C(C(=O)CC1(C)O)C(=O)C3=C(C2=O)C=CC(=C3O)C4=C(C5=C(C=C4)C(=O)C6=C(C5=O)C(=O)CC(C6C(C)OC(=O)C)(C)O)O)OC(=O)C,NSC248605,0,,,,
C#CC1=CC(=CC=C1)NC(=O)C2=C(C=C(C=C2)Cl)Cl,NSC372769,1,,,,
CC1CC2=C(C(=CC(=C2C(N1)C)O)O)C3=CC(=C(C4=C3C=C(C=C4OC)C)O)C5=C(C6=C(C=C(C=C6OC)C)C(=C5)C7=C8CC(NC(C8=C(C=C7O)O)C)C)O,NSC661755,1,,,,
CC1CC2C(CC3(C1C(C(C3OC(=O)C)OC(=O)C)OC(=O)C)C)C(C(=O)O2)C,NSC266071,0,,,,
COC(=O)C1=CC(=O)N2CCN=C2S1,NSC329284,0,,,,
CC1=C(C(=O)N(C(=O)N1)C(C)C)Br,NSC75241,0,,,,
C1=CC=C2C(=C1)N=NN2C3=CC=NC=C3,NSC155703,0,,,,
C1=CC(=CC=C1N)[As](=O)(C2=CC=C(C=C2)[N+](=O)[O-])O,NSC34865,0,,,,
C1=CC=[N+](C(=C1)SC2=CC=C(C3=NON=C23)[N+](=O)[O-])[O-],NSC228155,0,,,,
CN1CN(C(=C1C2=CC=NC=C2)C3=CC=NC=C3)C,NSC59782,0,,,,
CN1C=NC(=C1N=C(N)N)[N+](=O)[O-],NSC43805,0,,,,
COC1=CC=CC(=C1OC)C=CC2=NC=CC3=CC=CC=C32,NSC164880,0,,,,
CC1CNC2(N1)C3=CC=CC=C3N(C2=O)C(=O)C,NSC124146,0,,,,
CC1=CC=C(C=C1)N2C(=NN=N2)C3=CN=CC=C3,NSC23247,0,,,,
C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C4=NNC(=O)O4,NSC130847,0,,,,
CCCNC(=S)NC1=CC=CC=C1,NSC131982,0,,,,
CC(=O)OC1=C(C=C2C(=C1)CC(N2)(C)C(=O)OC)OC(=O)C,NSC341956,0,,,,
C1=C(NN=C(C1=O)CO)CO,NSC166900,0,,,,
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,NSC256942,0,,,,
CCC(N)CC1=CNC2=CC=CC=C21,NSC63963,0,,,,
C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,NSC41805,0,,,,
CC1=CC=C(C=C1)N=NC2=CC=C(C(=O)C=C2)OC(=O)C(=C)C,NSC79559,1,,,,
COC(=O)C1=CC=CC=C1NCCO,NSC109528,0,,,,
COC1=C(C=C(C(=C1)CC(=O)C2=CNC3=CC=CC=C32)Cl)OC,NSC105348,0,,,,
CCOC1=CC2=C(C=C1)SC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,NSC30260,0,,,,
CC(C1=NC2=C(N1C)C(=O)N(C(=O)N2C)C)O,NSC36520,0,,,,
C1=CC=C(C=C1)C2=C(C(=O)C(=C(C2=O)O)C3=CC=CC=C3)O,NSC44175,0,,,,
CC1CCC(OC1C(C)C(=O)O)CC2CC(C(C3(O2)C(CC(O3)(C)C4CCC(O4)(C)C5C(CC(O5)C6C(CC(C(O6)(CO)O)C)C)C)C)C)OC,NSC292567,1,,,,
C1=CC=C(C=C1)NC(=S)NC2=CC=C(C=C2)N,NSC509563,0,,,,
COC1=CC(=C(C=C1NC(=O)C2=CC3=CC=CC=C3C=C2O)OC)Cl,NSC50688,1,,,,
C1=CC=C(C(=C1)NC2=C(C(=O)NC(S2)C3=CC=NC=C3)C#N)Cl,NSC379697,0,,,,
CC(C)(C)C(=O)NC1=CC=C(C=C1)NC(=O)C(C)(C)C,NSC29073,0,,,,
CCOC(=O)C1=CN=C(NC1=O)SCC,NSC60266,0,,,,
CN1CCN(CC1)S(=O)(=O)C2=C(C=CN=C2)N3CCN(CC3)CC=C,NSC293962,0,,,,
C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)O)C(=O)O,NSC106863,0,,,,
C1CCC2=C(C1)N=C3CCCCC3=N2,NSC19848,0,,,,
C1C(OC(=S)N1)COC2=CC=CC(=C2)C(F)(F)F,NSC97865,0,,,,
C1=CC=NC(=C1)C2=NN=C(S2)C3=CC=CC=N3,NSC106461,0,,,,
CCCCN1CCNC1=S,NSC12588,0,,,,
C1=C(C(C(C1N2C=NC3=C(N=CN=C32)N)O)O)CO,NSC316458,0,,,,
C1CN(CC=C1C2=CC=C(C=C2)Cl)C=NC#N,NSC289090,0,,,,
C1C(=O)NC2=C(O1)C=CC=N2,NSC122276,0,,,,
C1CCC(CC1)NC2=NCCO2,NSC160005,0,,,,
C1=CC=C2C(=C1)N=C3C4=C(C=CC(=C4)[N+](=O)[O-])NC3=N2,NSC78697,0,,,,
C1CC2=C(C(=CC=C2)NC(=O)C3=CC=CO3)N(C1)C(=O)C4=CC=CO4,NSC165704,0,,,,
C1=CC=C2C(=C1)C(=CC=C2Cl)C(=O)N,NSC55770,0,,,,
CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)O)O)C)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,NSC7535,0,,,,
CC(C#C)OCC1CNC(=S)O1,NSC169458,0,,,,
CCNC1=CC=CC=C1C(=O)O,NSC16162,0,,,,
CCCCNC(=O)NC1=CC=CC=C1CC,NSC164208,0,,,,
CC1(C(=O)N2C(N1C(=O)OCC3=CC=CC=C3)C4(CC(C(=O)O4)N5C(=O)C6=CC=CC=C6C5=O)C7=CC=CC=C72)C,NSC382796,0,,,,
CCCOC1=NC2=C(N1C)C(=O)N(C(=O)N2C)C,NSC8816,0,,,,
CC1(CCC(=O)O1)C2=CC3=CC=CC=C3C=C2,NSC122376,0,,,,
CC1=C(C2=C(C=C1)C=CC(=C2)C#N)O,NSC128068,0,,,,
O=[N+]([O-])C1=CC2=NC3=CC=CC=C3C(NC4=CC=C(NS(=O)(CCC/N=C(N)\N)=O)C=C4)=C2C=C1,NSC177365,0,,,,
CCCOP(=S)(NC1=NC(=CC(=O)N1)N)OCCC,NSC95204,0,,,,
CC1=CC=CC=C1NC(=O)OC2=CC=CC(=C2)OC(=O)C3=CC=CC=C3,NSC191441,0,,,,
CC1=C(C=C(C=C1)C(C)C)NC(=O)NC2=CC=CC=C2OC,NSC46212,0,,,,
CCOC(=O)C=CC1=NC(=C(C(=O)N1)C)C(=O)OCC,NSC240029,0,,,,
CC1(CC23C4CCC1C2CC(=O)C3COC4=O)C,NSC284437,0,,,,
CN1C(=CN=C1N2CCN(C2=O)C3=NN=CS3)[N+](=O)[O-],NSC380279,0,,,,
CCOC(=O)CN1C(=C2C(=C(C(=O)OC2=N1)CCN3CCN(CC3)C4=CC=CC=C4OC)C)C,NSC342459,0,,,,
CN1C2=C(C(=O)N(C1=S)C)NC(=N2)SCC3=CC=CC=N3,NSC99663,0,,,,
CCCN(CCC)CC(=O)N1CC(=O)NC2=CC=CC=C21,NSC138398,0,,,,
CC1=C(C(=CC=C1)Cl)N=C2N(C3(CCCCC3)C(=C)S2)C(=O)C4=C(C5=CC=CC=C5S4)Cl,NSC310325,0,,,,
C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,NSC44138,0,,,,
C1=CC=C(C=C1)C2=NC(=CC(=C2)C3=CC=CS3)C4=CC=C(C=C4)F,NSC246999,0,,,,
CC1=NNC2=C(C(=O)NC(=O)N12)[N+](=O)[O-],NSC98683,0,,,,
C1C(SC2=NC(=O)C=CN21)C3=CC=CC=C3,NSC295404,0,,,,
CCOC(=O)C1=NN(C=C1O)C2=CC=CC=C2,NSC44688,0,,,,
CC(=O)C1CCCC(=O)C=CC(=O)O1,NSC180515,0,,,,
CCOC(=O)C1CC2=CC(=C(C=C2C(=O)C1)OC)OC,NSC10173,0,,,,
C1=CC=C(C=C1)C2=CC3=C(C=C2)OC(N3)C4NC5=C(O4)C=CC(=C5)C6=CC=CC=C6,NSC84100,0,,,,
C1=CC(=CC=C1C=CC2=NC=CN=C2)O,NSC19219,0,,,,
CCOC1=CC=C(C=C1)NC(=O)N(C2(CCCCC2)C#N)O,NSC110332,0,,,,
C1=C2C(=NC(=N1)N)N=C(N2)N,NSC54260,0,,,,
C1=NN2C(=N1)NC(=O)NC2=O,NSC154316,0,,,,
C1CCC(=CC1)OP(=O)(C2=CC=CC=C2)C3=CC=CC=C3,NSC374703,0,,,,
C1=CC=C2C(=C1)C(=CN=C2C#N)Cl,NSC288686,0,,,,
CCCC1=NC2=C(N1)C(=O)N(C(=O)N2C)C,NSC14304,0,,,,
C1=NC2=C(N1)C(=O)NC=N2,NSC14665,0,,,,
C1=CC=C(C(=C1)NC(=O)NC2=CC(=C(C=C2)Cl)Cl)O,NSC522131,1,,,,
C1=C(C(=C(C(=C1Cl)[N+](=O)[O-])Cl)[N+](=O)[O-])Cl,NSC9441,0,,,,
C1CCC(CC1)C2=C(ONC2=O)N,NSC50858,0,,,,
CC1C2CC(C(C=CC=C(CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)CC(C4(C1O4)C)OC(=O)C(C)N(C)C(=O)C)C)C)OC)(NC(=O)O2)O,NSC153858,0,,,,
C1=CC=C(C=C1)CNCC(CCl)C2=CC=CC=C2,NSC41649,0,,,,
COC1=CC=C(C=C1)C(=CC2=CC=CC=N2)C#N,NSC130872,0,,,,
C1COCCN1C(=O)COC2=C(C=C(C=C2)[N+](=O)[O-])Cl,NSC145992,0,,,,
C1=CC=C2C(=C1)C=CC(=N2)C=CC(=O)C3=C(C=CC(=C3)Cl)O,NSC71097,1,,,,
CN(C)S(=O)(=O)C1=CC(=C(C=C1)N)[N+](=O)[O-],NSC373427,0,,,,
CC1=NC2=C(S1)C(=O)N(C(=O)N2)O,NSC116565,0,,,,
C(C(=CC(=O)O)C(=O)O)C(=O)O,NSC7616,0,,,,
NC1=NC(NC2=CC=C(Br)C=C2)=NC=C1N,NSC81915,0,,,,
COC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C(=O)NC3=CC=C(C=C3)OC,NSC36317,0,,,,
CC1=C(C=C(C=C1)Cl)NC(=O)N(C)CCO,NSC372134,0,,,,
C1=CC(=CC(=C1)[N+](=O)[O-])C2=C(N3C=CC=NC3=N2)N=O,NSC369066,0,,,,
CC1=C(C(=NC(=N1)NC2=CC=C(C=C2)F)NC3=CC=C(C=C3)F)[N+](=O)[O-],NSC29200,0,,,,
COC1=CC=C(C=C1)C=C2CCOC2=O,NSC10428,0,,,,
C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC=NC=C3)Cl,NSC305743,0,,,,
C#CCCOC(=O)NC1=CC=CC=C1,NSC151901,0,,,,
C1CCC2=C(C1)NC(=O)C(=N2)C(=O)N,NSC173101,0,,,,
CC(C)(C)CC(C)(C)N1CNC(=S)NC1,NSC319034,0,,,,
COC(=O)N1C2CCCCC2=NN(N1C(=O)OC)C3=CC=CC=C3,NSC345850,0,,,,
CC1C(O1)C2=CC=C(C=C2)C3=CC=C(C=C3)C4C(O4)C,NSC22881,0,,,,
C1=CC=C2C(=C1)NC3=C(S2)C=NC=C3,NSC155698,0,,,,
C1=CN(C(=O)NC1=O)CC(=O)NC2=NC=CS2,NSC197046,0,,,,
C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NC2=CN=CC=C2,NSC210816,0,,,,
